id,year,date,day,sector,type,state,occupation,age,shift,hour,equipment,mine_id,bias_primary,bias_families
FAI-1996-M30,1996,1996-07-21,Domingo,Metal/NonMetal,Acarreo motorizado,VA,No empleado,15,mañana,08:45,Cargador frontal,44-02786,NORM-3,"B, E, G, I, L, M"
FAI-1996-M31,1996,1996-07-24,Miércoles,Metal/NonMetal,Caída de costilla,NV,Minero,58,tarde,14:55,N/D (exp. total=36a; exp. en puesto específico no disponible en informe),26-01503,PERI-1,"E, G, M"
FAI-1996-M32,1996,1996-07-28,Domingo,Metal/NonMetal,Atrapamiento por maquinaria,CA,Mecánico de servicio de campo,34,mañana,10:00,Cargador frontal,04-00743,PERI-1,"E, G, M"
FAI-1996-M33,1996,1996-08-07,Miércoles,Metal/NonMetal,Caída de persona,MO,Inspector,55,noche,04:10,Rope/cable metálico,23-00188,NORM-1,"B, E, G, I, L, M"
FAI-1996-C20,1996,1996-08-15,Jueves,Coal,Caída de techo,KY,Minero,32,día,N/D,Techo de la mina,15-16126,NORM-2,"B, E, G, I, L, M"
FAI-1996-C21,1996,1996-08-16,Viernes,Coal,Caída de costilla,AL,Capataz de sección,N/D,tarde,15:00,Continuous miner,01-00851,PERI-1,"B, E, G, I, L, M"
FAI-1996-C22,1996,1996-09-09,Lunes,Coal,Caída de costilla,WV,Electricista,45,mañana,07:40,Continuous miner,46-08055,PERI-1,"B, E, G, I, L, M"
FAI-1996-M34,1996,1996-09-10,Martes,Metal/NonMetal,Caída de persona,MS,Supervisor,45,mañana,08:30,Huinche/Winche,22-00679,ATAJ-1,"B, E, G, I, L, M"
FAI-1996-C23,1996,1996-09-11,Miércoles,Coal,Acarreo motorizado,WY,Minero,34,noche,00:05,Continuous miner,48-01186,PERI-1,"E, G, I, L, M"
FAI-1996-M35,1996,1996-09-12,Jueves,Metal/NonMetal,Electrocución / Contacto eléctrico,ID,Minero,49,tarde,16:00,Huinche/Winche,10-00479,PERI-1,"E, G, M"
FAI-1996-M36,1996,1996-09-16,Lunes,Metal/NonMetal,Caída de material,PR,Supervisor,54,mañana,09:45,CAEX,54-00120,PERI-1,"E, G, M"
FAI-1996-M37,1996,1996-09-16,Lunes,Metal/NonMetal,Caída de material,PR,Supervisor,N/D,mañana,09:45,CAEX,54-00120,PERI-1,"E, G, M"
FAI-1996-C24,1996,1996-09-18,Miércoles,Coal,Caída de techo,VA,Operador,31,mañana,09:14,Continuous miner,44-06727,PERI-1,"B, E, G, I, L, M"
FAI-1996-C25,1996,1996-09-30,Lunes,Coal,Acarreo motorizado,WV,Capataz,21,mañana,13:30,Continuous miner,46-07622,NORM-1,"B, E, G, I, L, M"
FAI-1996-M38,1996,1996-10-04,Viernes,Metal/NonMetal,Acarreo motorizado,TX,Operador,31,mañana,11:30,Chancador,41-00059,META-1,"B, E, G, I, L, M"
FAI-1996-M39,1996,1996-10-09,Miércoles,Metal/NonMetal,Caída de persona,NC,Supervisor,58,mañana,09:15,Grúa,31-00037,META-1,"B, E, G, I, L, M"
FAI-1996-M40,1996,1996-10-09,Miércoles,Metal/NonMetal,Acarreo motorizado,MT,Operador,55,mañana,13:00,Cargador frontal,24-01501,NORM-1,"B, E, G, I, L, M"
FAI-1996-C26,1996,1996-10-21,Lunes,Coal,Atrapamiento por maquinaria,WV,Operador,30,tarde,19:10,Continuous miner,46-08516,NORM-1,"E, G, K, L, M"
FAI-1996-C27,1996,1996-10-24,Jueves,Coal,Acarreo motorizado,KY,Capataz,35,mañana,13:40,Correa transportadora,N/D,META-1,"B, E, G, I, L, M"
FAI-1996-C28,1996,1996-10-26,Sábado,Coal,Acarreo motorizado,PA,Inspector,33,mañana,10:15,Shuttle car,36-00970,META-1,"B, E, G, I, L, M"
FAI-1996-C29,1996,1996-10-27,Domingo,Coal,Acarreo motorizado,WV,Operador,38,noche,03:55,Correa transportadora,46-01453,PERI-1,"B, E, G, I, L, M"
FAI-1996-C30,1996,1996-10-29,Martes,Coal,Caída de techo,KY,Capataz,28,mañana,13:50,Shuttle car,15-16993,PERI-1,"E, G, I, L, M"
FAI-1996-C31,1996,1996-10-29,Martes,Coal,Acarreo motorizado,CO,Ingeniero de minas,26,mañana,12:45,Continuous miner,05-03505,ATAJ-1,"B, E, G, I, L, M"
FAI-1996-M41,1996,1996-10-29,Martes,Metal/NonMetal,Atrapamiento por maquinaria,SC,Operador,24,mañana,09:50,Cargador frontal,38-00014,NORM-1,"E, G, K, L, M"
FAI-1996-C32,1996,1996-11-01,Viernes,Coal,Acarreo motorizado,WV,Operador de minador continuo,38,mañana,13:30,Continuous miner,46-06958,PERI-1,"B, E, G, I, L, M"
FAI-1996-M42,1996,1996-11-05,Martes,Metal/NonMetal,Acarreo motorizado,FL,Conductor de camión,45,tarde,17:10,Bulldozer/topadora,08-01078,NORM-1,"B, E, G, I, L, M"
FAI-1996-C33,1996,1996-11-14,Jueves,Coal,Caída de costilla,UT,Capataz de longwall,N/D,tarde,18:30,Shuttle car,42-02028,ATAJ-1,"E, G, L, M"
FAI-1996-M43,1996,1996-11-18,Lunes,Metal/NonMetal,Acarreo motorizado,NV,Ayudante,38,tarde,18:15,CAEX,26-01621,PERI-1,"B, E, G, I, L, M"
CAI-1996-HC-02,1996,1996-11-20,Miércoles,Coal,Caída de costilla,KY,Inspector,22,tarde,14:08,Continuous miner,15-07201,PERI-1,"B, E, G, I, L, M"
FAI-1996-C34,1996,1996-11-20,Miércoles,Coal,Caída de costilla,KY,Inspector,16,tarde,14:08,Continuous miner,15-07201,PERI-1,"B, E, G, I, L, M"
FAI-1996-M44,1996,1996-11-29,Viernes,Metal/NonMetal,Acarreo motorizado,MI,Mecánico,38,tarde,16:50,Cargador frontal,20-02241,PERI-1,"B, E, G, I, K, L, M"
MAI-1996-90,1996,1996-12-02,Lunes,Metal/NonMetal,Acarreo motorizado,MI,Trabajador minero,41,día,16:50 (OFICIAL-informe),Equipo asociado a acarreo motorizado,20-00628,NORM-2,"E, G, I, L, M"
FAI-1996-C39,1996,1996-12-09,Lunes,Coal,Acarreo motorizado,VA,Capataz,35,tarde,16:55,Continuous miner,44-06634,CONF-1,"B, E, G, I, L, M"
FAI-1996-M45,1996,1996-12-12,Jueves,Metal/NonMetal,Acarreo motorizado,PA,Operador,44,tarde,15:15,Grúa horquilla,36-00052,META-1,"B, E, G, I, L, M"
FAI-1996-M46,1996,1996-12-17,Martes,Metal/NonMetal,Falla de highwall / Talud,PA,Volador senior,36,mañana,11:10,Cargador frontal,36-00184,PERI-1,"E, G, M"
FAI-1996-C37,1996,1996-12-18,Miércoles,Coal,Atrapamiento por maquinaria,AZ,Supervisor,31,tarde,16:30,Correa transportadora,02-01195,PERI-1,"E, G, M"
FAI-1996-C36,1996,1996-12-19,Jueves,Coal,Falla de highwall / Talud,KY,Operador de excavadora,N/D,tarde,16:50,CAEX,15-02013,META-1,"E, G, M"
FAI-1996-C38,1996,1996-12-23,Lunes,Coal,Caída de techo,UT,Minero,53,mañana,11:30,Continuous miner,42-02095,META-1,"B, E, G, I, L, M"
FAI-1997-M01,1997,1997-01-08,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,WA,Contratista — Electricista,37,mañana,12:30,Correa transportadora,45-00995,NORM-3,"G, K, L"
FAI-1997-M02,1997,1997-01-14,Martes,Metal/NonMetal,Acarreo motorizado,NV,Operador,47,noche,23:00,Correa transportadora,26-02254,PERI-1,"E, G, I, K, L, M"
FAI-1997-M03,1997,1997-01-15,Miércoles,Metal/NonMetal,Acarreo motorizado,NV,Minero,36,tarde,16:15,Cargador frontal,26-02233,PERI-1,"B, E, G, I, L, M"
FAI-1997-M04,1997,1997-01-17,Viernes,Metal/NonMetal,Caída de persona,FL,Supervisor,49,mañana,12:45,Grúa,08-00159,META-1,"B, E, G, I, L, M"
FAI-1997-C01,1997,1997-01-29,Miércoles,Coal,Acarreo motorizado,KY,Minero,26,tarde,14:35,Continuous miner,15-13103,PERI-1,"E, G, K, L, M"
FAI-1997-C02,1997,1997-01-31,Viernes,Coal,Acarreo motorizado,WV,Inspector,38,tarde,16:00,Roof bolter,46-06715,NORM-1,"B, E, G, I, L, M"
FAI-1997-M05,1997,1997-02-03,Lunes,Metal/NonMetal,Caída de techo,TN,Supervisor,36,mañana,13:15,Huinche/Winche,40-01627,PERI-1,"B, E, G, I, L, M"
FAI-1997-M07,1997,1997-02-03,Lunes,Metal/NonMetal,Acarreo motorizado,CA,Operador,36,mañana,07:00,Correa transportadora,04-05302,COMP-2,"G, I, K, L, M, N"
FAI-1997-M08,1997,1997-02-03,Lunes,Metal/NonMetal,Acarreo motorizado,OR,Conductor de camión,37,mañana,12:15,CAEX,35-03418,NORM-3,"B, E, G, I, L, M"
FAI-1997-M06,1997,1997-02-05,Miércoles,Metal/NonMetal,Caída de techo,NV,Minero,35,noche,02:45,CAEX,26-02184,NORM-1,"E, G, I, L, M"
FAI-1997-C03,1997,1997-02-06,Jueves,Coal,Atrapamiento por maquinaria,WV,Conductor de camión,N/D,tarde,14:17,Cargador frontal,46-03158,PERI-1,"B, G"
FAI-1997-C04,1997,1997-02-07,Viernes,Coal,Acarreo motorizado,PA,Inspector,33,mañana,08:40,Shuttle car,36-07230,META-1,"B, E, G, I, L, M"
FAI-1997-M09,1997,1997-02-14,Viernes,Metal/NonMetal,Acarreo motorizado,TX,Operador,31,mañana,13:15,Cargador frontal,41-03206,NORM-1,"E, G, I, L, M"
FAI-1997-M10,1997,1997-02-15,Sábado,Metal/NonMetal,Falla de highwall / Talud,MO,Contratista,40,tarde,15:30,Pala hidráulica,23-00134,PERI-1,"B, E, G, I, L, M"
FAI-1997-M11,1997,1997-02-17,Lunes,Metal/NonMetal,Acarreo motorizado,KS,Contratista — Conductor de camión,50,mañana,06:15,Correa transportadora,14-00543,PERI-1,"B, E, G, I, L, M"
FAI-1997-M12,1997,1997-02-20,Jueves,Metal/NonMetal,Acarreo motorizado,SC,Supervisor,53,mañana,07:30,CAEX,38-00626,META-1,"B, E, G, I, L, M"
FAI-1997-M13,1997,1997-02-24,Lunes,Metal/NonMetal,Acarreo motorizado,KS,Conductor,49,mañana,09:30,CAEX,14-01040,CONF-1,"E, G, I, L, M"
FAI-1997-M14,1997,1997-02-26,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,CA,Operador,29,mañana,11:00,Cargador frontal,04-03569,META-1,"E, G, M"
FAI-1997-M15,1997,1997-03-06,Jueves,Metal/NonMetal,Electrocución / Contacto eléctrico,FL,Soldador,27,tarde,15:00,Pala hidráulica,08-00877,PERI-1,"E, G, M"
FAI-1997-M16,1997,1997-03-13,Jueves,Metal/NonMetal,Acarreo motorizado,CA,Contratista — Capataz,60,tarde,15:00,Bulldozer/topadora,04-05292,PERI-1,"B, E, G, I, L, M"
FAI-1997-M17,1997,1997-03-15,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,CA,Contratista,49,tarde,15:30,Cargador frontal,04-04758,PERI-1,"E, G, M"
FAI-1997-C05,1997,1997-03-18,Martes,Coal,Acarreo motorizado,WV,Contratista,31,día,05:30,CAEX,46-06713,PERI-1,"B, E, G, I, L, M"
FAI-1997-C06,1997,1997-03-23,Domingo,Coal,Caída de costilla,IL,Operador,21,mañana,07:00,Longwall shearer,11-02752,NORM-1,"E, G, M"
FAI-1997-M18,1997,1997-03-24,Lunes,Metal/NonMetal,Acarreo motorizado,TX,Operador,40,mañana,09:00,Correa transportadora,41-01477,CONF-3,"B, E, G, I, L, M"
FAI-1997-C07,1997,1997-03-28,Viernes,Coal,Atrapamiento por maquinaria,PA,Electricista,45,mañana,11:00,Continuous miner,36-00958,CONF-1,"E, G, M"
FAI-1997-M19,1997,1997-04-01,Martes,Metal/NonMetal,Caída de costilla,TN,Supervisor,39,mañana,11:40,Cargador frontal,40-00087,NORM-1,"E, G, M"
FAI-1997-C08,1997,1997-04-02,Miércoles,Coal,Acarreo motorizado,WV,No determinado (campo contaminado — S303),34,tarde,17:04,Correa transportadora,46-04670,PERI-1,"B, E, G, I, L, M"
FAI-1997-M20,1997,1997-04-09,Miércoles,Metal/NonMetal,Acarreo motorizado,MO,Conductor de camión,49,mañana,08:15,Correa transportadora,23-02109,NORM-1,"E, G, I, L, M"
FAI-1997-M21,1997,1997-04-10,Jueves,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,Supervisor,55,mañana,09:30,N/D (exp. total=32a; exp. en puesto específico no disponible en informe),02-02626,PERI-1,"E, G, K, L, M"
FAI-1997-M23,1997,1997-04-21,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,TN,Supervisor,45,mañana,10:40,Cargador frontal,40-00098,META-1,"G, K, L"
FAI-1997-M24,1997,1997-04-22,Martes,Metal/NonMetal,Acarreo motorizado,AZ,No determinado (campo contaminado — S303),21,mañana,09:30,Huinche/Winche,02-00151,PERI-1,"B, E, G, I, L, M"
FAI-1997-C09,1997,1997-04-23,Miércoles,Coal,Acarreo motorizado,WV,Minero,54,mañana,07:40,Roof bolter,46-03467,PERI-1,"B, E, G, I, L, M"
FAI-1997-M25,1997,1997-04-26,Sábado,Metal/NonMetal,Acarreo motorizado,AZ,Operador,56,mañana,07:25,Cargador frontal,02-02479,META-1,"B, E, G, I, L, M"
FAI-1997-M26,1997,1997-04-26,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,FL,Operador de dragalina,45,noche,03:00,Cargador frontal,08-01045,PERI-1,"E, G, M"
FAI-1997-M27,1997,1997-04-26,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,FL,Engrasador,55,noche,03:00,Cargador frontal,08-01045,PERI-1,"E, G, M"
FAI-1997-M28,1997,1997-04-27,Domingo,Metal/NonMetal,Caída de persona,IA,Inspector,64,tarde,14:15,Rope/cable metálico,13-01617,NORM-1,"B, E, G, I, L, M"
FAI-1997-M29,1997,1997-05-02,Viernes,Metal/NonMetal,Acarreo motorizado,MI,Conductor de camión,27,mañana,12:25,Correa transportadora,20-03003,PERI-1,"E, G, I, L, M"
FAI-1997-M30,1997,1997-05-05,Lunes,Metal/NonMetal,Caída de persona / Ahogamiento,OR,Persona de mantenimiento,56,mañana,09:45,Cargador frontal,35-00480,NORM-1,"E, G, M"
FAI-1997-C10,1997,1997-05-13,Martes,Coal,Electrocución / Contacto eléctrico,WV,an,47,tarde,14:00,Correa transportadora,46-08108,PERI-1,"E, G, K, L, M"
FAI-1997-C11,1997,1997-05-15,Jueves,Coal,Caída de techo,VA,Capataz,38,tarde,19:00,Continuous miner,44-06708,META-1,"B, E, G, I, L, M"
FAI-1997-M31,1997,1997-05-16,Viernes,Metal/NonMetal,Electrocución / Contacto eléctrico,KY,Supervisor,40,mañana,13:00,Chancador,15-00187,PERI-1,"E, G, K, L, M"
FAI-1997-C12,1997,1997-05-20,Martes,Coal,Acarreo motorizado,UT,Inspector,26,tarde,14:35,Shuttle car,42-00077,PERI-1,"B, E, G, I, L, M"
FAI-1997-M32,1997,1997-05-26,Lunes,Metal/NonMetal,Explosivos y detonadores,NV,Operador,54,tarde,20:55,Rope/cable metálico,26-02286,META-1,"B, E, G, K, L, M"
FAI-1997-C13,1997,1997-05-29,Jueves,Coal,Acarreo motorizado,AL,Electricista,55,mañana,06:30,Continuous miner,01-02908,PERI-1,"B, E, G, I, L, M"
FAI-1997-M33,1997,1997-06-06,Viernes,Metal/NonMetal,Acarreo motorizado,IL,Inspector,53,mañana,06:15,CAEX,11-00052,PERI-1,"B, E, G, I, L, M"
FAI-1997-M34,1997,1997-06-07,Sábado,Metal/NonMetal,Electrocución / Contacto eléctrico,NM,Inspector,28,noche,01:10,N/D (exp. total=18a; exp. en puesto específico no disponible en informe),29-00762,PERI-1,"E, G, M"
FAI-1997-C14,1997,1997-06-13,Viernes,Coal,Acarreo motorizado,TN,Mecánico,26,mañana,07:00,Cargador frontal,40-01977,PERI-1,"E, G, M"
FAI-1997-M35,1997,1997-06-20,Viernes,Metal/NonMetal,Explosivos y detonadores,MO,Inspector,41,tarde,16:45,Cargador frontal,23-00746,PERI-1,"E, G, K, L, M"
FAI-1997-M36,1997,1997-06-25,Miércoles,Metal/NonMetal,Caída de persona,UT,Electricista,44,mañana,10:15,N/D (exp. total=15a; exp. en puesto específico no disponible en informe),42-01665,NORM-1,"E, G, M"
FAI-1997-C15,1997,1997-07-01,Martes,Coal,Caída de costilla,PA,Operador de correa,26,día,05:25,Continuous miner,36-00970,CONF-1,"B, E, G, I, L, M"
FAI-1997-M47,1997,1997-07-08,Martes,Metal/NonMetal,Acarreo motorizado,NC,Contratista — Conductor de camión,44,mañana,13:40,CAEX,31-00074,META-1,"E, G, I, L, M"
FAI-1997-M48,1997,1997-07-09,Miércoles,Metal/NonMetal,Acarreo motorizado,TX,Conductor de camión,28,mañana,08:20,CAEX,41-02743,META-1,"B, E, G, I, L, M"
FAI-1997-M37,1997,1997-07-11,Viernes,Metal/NonMetal,Acarreo motorizado,KY,Mecánico,42,tarde,18:20,Correa transportadora,15-00062,META-1,"G, K, L"
CAI-1997-SB-02,1997,1997-07-15,Martes,Coal,Caída de techo,VA,Capataz,35,mañana,08:45,Continuous miner,44-03479,META-1,"B, E, G, I, L, M"
FAI-1997-C16,1997,1997-07-15,Martes,Coal,Caída de techo,VA,Capataz,16,mañana,08:45,Continuous miner,44-03479,META-1,"B, E, G, I, L, M"
FAI-1997-C18,1997,1997-07-15,Martes,Coal,Caída de techo,VA,Capataz,32,mañana,07:30,Continuous miner,44-06551,PERI-1,"B, E, G, I, L, M"
FAI-1997-C19,1997,1997-07-15,Martes,Coal,Explosión / Incendio,PA,Capataz,30,tarde,14:30,Continuous miner,36-08571,META-1,"E, G, K, L, M"
FAI-1997-M38,1997,1997-07-16,Miércoles,Metal/NonMetal,Explosivos y detonadores,CT,Supervisor,43,mañana,06:25,Cargador frontal,06-00026,META-1,"E, G, K, L, M"
FAI-1997-M39,1997,1997-07-19,Sábado,Metal/NonMetal,Acarreo motorizado,CO,Operador,19,mañana,12:30,Correa transportadora,05-03802,META-1,"E, G, I, L, M"
FAI-1997-M40,1997,1997-07-24,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,TX,Capataz,71,mañana,11:55,Cargador frontal,41-01335,NORM-1,
FAI-1997-M41,1997,1997-07-25,Viernes,Metal/NonMetal,Acarreo motorizado,MA,Supervisor,54,tarde,14:30,Cargador frontal,19-00020,PERI-1,"B, E, G, I, L, M"
FAI-1997-C20,1997,1997-07-29,Martes,Coal,Atrapamiento por maquinaria,WV,Operador,35,mañana,06:05,Bulldozer/topadora,46-08249,PERI-1,"E, G, K, L, M"
FAI-1997-C21,1997,1997-07-31,Jueves,Coal,Acarreo motorizado,KY,Minero,62,noche,03:10,Bulldozer/topadora,15-17492,NORM-1,"E, G, I, L, M"
FAI-1997-M42,1997,1997-08-06,Miércoles,Metal/NonMetal,Caída de persona,GA,Supervisor,45,mañana,12:15,Huinche/Winche,09-00472,META-1,"B, E, G, I, L, M"
FAI-1997-M43,1997,1997-08-08,Viernes,Metal/NonMetal,Electrocución / Contacto eléctrico,NJ,Supervisor,19,mañana,07:00,Cargador frontal,28-00015,NORM-1,"E, G, K, L"
FAI-1997-M44,1997,1997-08-18,Lunes,Metal/NonMetal,Electrocución / Contacto eléctrico,IL,Contratista — Conductor de camión,36,mañana,11:15,Cargador frontal,11-00066,PERI-1,"E, G, M"
FAI-1997-C22,1997,1997-08-19,Martes,Coal,Acarreo motorizado,ND,Contratista,32,noche,22:00,Correa transportadora,32-00491,NORM-1,"E, G, I, L, M"
FAI-1997-M45,1997,1997-08-19,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,CA,Contratista,46,mañana,12:50,Cargador frontal,04-01763,PERI-1,"E, G, K, L"
FAI-1997-C23,1997,1997-08-24,Domingo,Coal,Acarreo motorizado,UT,Capataz,38,tarde,15:30,Continuous miner,42-02095,META-1,"B, E, G, I, L, M"
FAI-1997-M46,1997,1997-08-28,Jueves,Metal/NonMetal,Acarreo motorizado,CA,Conductor de camión,36,tarde,18:30,CAEX,04-04218,PERI-1,"B, E, G, I, L, M"
FAI-1997-M49,1997,1997-09-03,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,IL,Inspector,32,mañana,06:00,Huinche/Winche,11-00230,PERI-1,"E, G, M"
FAI-1997-M50,1997,1997-09-08,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,TX,Operador,48,mañana,09:45,Cargador frontal,41-00283,META-1,"E, G, M"
FAI-1997-M51,1997,1997-09-16,Martes,Metal/NonMetal,Acarreo motorizado,NV,Contratista — Conductor de camión,58,mañana,13:30,Cargador frontal,26-02302,META-1,"E, G, I, L, M"
FAI-1997-C24,1997,1997-09-19,Viernes,Coal,Acarreo motorizado,KY,Operador,31,tarde,14:30,Correa transportadora,15-15845,PERI-1,"B, E, G, I, L, M"
FAI-1997-M52,1997,1997-09-28,Domingo,Metal/NonMetal,Caída de persona,MS,Supervisor,56,tarde,15:15,N/D (exp. total=11a; exp. en puesto específico no disponible en informe),22-00639,CONF-2,"B, E, G, I, L, M"
FAI-1997-M53,1997,1997-09-29,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,AL,Supervisor,35,mañana,10:00,Cargador frontal,08-00991,PERI-1,"E, G, M"
FAI-1997-M54,1997,1997-09-30,Martes,Metal/NonMetal,Acarreo motorizado,TX,Operador,44,tarde,15:00,Mototraílla,41-03964,PERI-1,"E, G, I, L, M"
FAI-1997-C25,1997,1997-10-01,Miércoles,Coal,Acarreo motorizado,VA,Capataz,28,tarde,16:15,Continuous miner,44-03479,META-1,"B, E, G, I, L, M"
FAI-1997-M55,1997,1997-10-07,Martes,Metal/NonMetal,Caída de persona,NH,Supervisor,77,mañana,10:20,Cargador frontal,27-00315,NORM-1,"B, E, G, I, L, M"
FAI-1997-C26,1997,1997-10-15,Miércoles,Coal,Acarreo motorizado,AZ,Electricista,38,tarde,16:00,Cargador frontal,02-01195,META-1,"E, G, I, L, M"
FAI-1997-C27,1997,1997-10-16,Jueves,Coal,Acarreo motorizado,IN,Inspector,55,mañana,06:45,CAEX,12-00330,NORM-1,"E, G, I, L, M"
FAI-1997-M56,1997,1997-10-20,Lunes,Metal/NonMetal,Acarreo motorizado,GA,Supervisor,50,mañana,10:00,Cargador frontal,09-00075,PERI-1,"E, G, M"
FAI-1997-M57,1997,1997-10-20,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,ID,Operador,55,mañana,08:30,Bulldozer/topadora,10-01921,PERI-1,"E, G, K, M"
FAI-1997-M58,1997,1997-10-27,Lunes,Metal/NonMetal,Caída de persona / Ahogamiento,NJ,Supervisor,50,tarde,15:00,Huinche/Winche,28-00558,PERI-1,"E, G, M"
FAI-1997-M59,1997,1997-11-12,Miércoles,Metal/NonMetal,Acarreo motorizado,NY,Operador,46,tarde,15:30,Correa transportadora,30-02817,NORM-3,"E, G, I, L, M"
FAI-1997-M60,1997,1997-12-03,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,NH,Obrero,23,tarde,14:50,Correa transportadora,27-00094,NORM-3,"E, G, K, L, M"
FAI-1997-C28,1997,1997-12-17,Miércoles,Coal,Acarreo motorizado,UT,Operador,35,mañana,11:30,Correa transportadora,42-01715,CONF-1,"B, E, G, I, L, M"
FAI-1997-M61,1997,1997-12-18,Jueves,Metal/NonMetal,Caída de persona,GA,Capataz,55,tarde,14:15,Grúa,09-00904,PERI-1,"B, G"
FAI-1997-C29,1997,1997-12-21,Domingo,Coal,Electrocución / Contacto eléctrico,KY,Electricista,54,noche,23:00,Continuous miner,15-08977,CONF-1,"G, K, L"
FAI-1997-M62,1997,1997-12-25,Jueves,Metal/NonMetal,Electrocución / Contacto eléctrico,FL,No determinado (campo contaminado — S303),35,tarde,17:30,N/D (exp. total=6a; exp. en puesto específico no disponible en informe),08-00768,NORM-1,"E, G, K, L"
FAI-1997-C30,1997,1997-12-26,Viernes,Coal,Caída de costilla,KY,No determinado (campo contaminado — S303),47,mañana,10:20,Continuous miner,15-04670,PERI-1,"B, E, G, I, L, M"
FAI-1998-C01,1998,1998-01-15,Jueves,Coal,Acarreo motorizado,VA,Mecánico,55,noche,23:15,Continuous miner,44-06643,CONF-3,"B, E, G, I, L, M"
FAI-1998-M01,1998,1998-01-19,Lunes,Metal/NonMetal,Caída de persona,OH,Contratista — Obrero general,40,mañana,10:10,Correa transportadora,33-00151,META-1,"B, E, G, I, L, M"
FAI-1998-M02,1998,1998-01-19,Lunes,Metal/NonMetal,Caída de techo,MO,Topógrafo senior,33,mañana,08:10,Cargador frontal,23-00457,PERI-1,"E, G, M"
FAI-1998-M03,1998,1998-01-19,Lunes,Metal/NonMetal,Acarreo motorizado,TX,Mecánico,72,mañana,13:30,Cargador frontal,41-03278,PERI-1,"E, G, I, L, M"
FAI-1998-C02,1998,1998-01-20,Martes,Coal,Caída de techo,WV,Operador,47,tarde,19:45,Continuous miner,46-04955,NORM-1,"B, E, G, I, L, M"
FAI-1998-M08,1998,1998-01-21,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,UT,Operador de chancadora/obrero,33,tarde,14:00,Bulldozer/topadora,42-02129,PERI-1,"E, G, K, M"
FAI-1998-C03,1998,1998-01-23,Viernes,Coal,Caída de material,WV,Obrero de construcción subterránea,N/D,tarde,18:20,Continuous miner,46-08436,PERI-1,"B, E, G, I, L, M"
FAI-1998-M04,1998,1998-01-27,Martes,Metal/NonMetal,Electrocución / Contacto eléctrico,ID,attempting to climb into the mancage attached below the skip when he fell,57,día,05:00,Rope/cable metálico,10-00089,PERI-1,"E, G, K, L, M"
FAI-1998-C04,1998,1998-02-03,Martes,Coal,Caída de techo,WV,Capataz,N/D,mañana,13:45,Continuous miner,46-08598,PERI-1,"B, E, G, I, L, M"
FAI-1998-M05,1998,1998-02-06,Viernes,Metal/NonMetal,Caída de persona,MA,Capataz,60,mañana,11:00,Cargador frontal,19-00358,COMP-2,"B, E, G, I, L, M"
FAI-1998-M06,1998,1998-02-07,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,FL,Mecánico,46,mañana,11:45,Correa transportadora,08-01117,PERI-1,"E, G, M"
FAI-1998-M07,1998,1998-02-13,Viernes,Metal/NonMetal,Acarreo motorizado,ID,Conductor de camión,30,noche,22:30,CAEX,10-00531,META-1,"B, E, G, I, L, M"
FAI-1998-C05,1998,1998-02-20,Viernes,Coal,Atrapamiento por maquinaria,KY,Operador,38,día,05:40,Cargador frontal,15-05406,PERI-1,"E, G, M"
